lyric,label
"Faz tão pouco tempo que provei teu beijo Gostei, mas eu não nego que eu tô com medo Vai que acontece como da última vez Me entrego, te amo, cê foge, sobrei    Quando eu tento ir devagar, daí cê vem pra cima Basta uma mensagem e olha você virando a esquina Na minha intimidade, você foi entrando Meus pais já te aprovaram e a gente tá só ficando    Mas antes de te entregar meu coração Eu preciso saber da sua intenção Se é só fogo de palha, qualquer boca apaga Se for por aí, a gente para    Antes de te entregar meu coração Eu preciso saber da sua intenção Se é só fogo de palha, qualquer boca apaga Se for por aí, a gente para    Para na minha cama até dizer que me ama Mais amor e menos drama Para na minha cama até dizer que me ama Mais amor e menos drama    E quando eu tento ir devagar, daí cê vem pra cima Basta uma mensagem e olha você virando a esquina Na minha intimidade, você foi entrando Meus pais já te aprovaram e a gente tá só ficando    Mas antes de te entregar meu coração Eu preciso saber da sua intenção Se é só fogo de palha, qualquer boca apaga Se for por aí, a gente para    Antes de te entregar meu coração Eu preciso saber da sua intenção Se é só fogo de palha, qualquer boca apaga Se for por aí, a gente para    Para na minha cama até dizer que me ama Mais amor e menos drama Para na minha cama até dizer que me ama Mais amor e menos drama    Mas antes de te entregar meu coração Eu preciso saber da sua intenção Se é só fogo de palha, qualquer boca apaga Se for por aí, a gente para    Para na minha cama até dizer que me ama Mais amor e menos drama Para na minha cama até dizer que me ama Mais amor e menos drama Mais amor e menos drama    ",sertanejo
"Te dei meu mundo, minha vida, o meu carinho Te dei amor e paz Te dei afeto, atenção, te dei cuidados Tão especiais    Te dei meus olhos, minhas mãos, te dei meu corpo Te dei meu coração    Porém fiquei a ver navios nesse mar de angústia e solidão    É sempre assim A gente chega de alma transparente Joga aberto e limpo Como eu joguei    Mas a pessoa traz cartas na manga Blefa e ganha um jogo que não mereceu    Eu vou mudar Vou nivelar meu pensamento aos outros Vou viver assim Vou assumir uma outra postura Vou viver melhor, vou pensar mais em mim    É sempre assim A gente chega de alma transparente Joga aberto e limpo Como eu joguei    Mas a pessoa traz cartas na manga Blefa e ganha um jogo que não mereceu    Eu vou mudar Vou nivelar meu pensamento aos outros Vou viver assim Vou assumir uma outra postura Vou viver melhor, vou pensar mais em mim    ",sertanejo
Índia seus cabelos nos ombros caídos Negros como a noite que não tem luar Seus lábios de rosa para mim sorrindo E a doce meiguice deste seu olhar Índia da pele morena Tua boca pequena eu quero beijar Índia sangue tupi Tens o cheiro da flor Vem que eu quero lhe dar Todo meu grande amor Quando eu for embora para bem distante E chegar a hora de dizer-lhe adeus Fica nos meus braços só mais um instante Deixa os meus lábios se unirem aos teus Índia levarei saudade Da felicidade que você me deu Índia a sua imagem Sempre comigo vai Dentro do meu coração Flor do meu Paraguai    ,sertanejo
"Nem começa a falar A sua cara tá entregando o que aconteceu Não canso e nem vou cansar Tá tudo bem, tô sempre aqui pra quando precisar    Quando ela te xingar Eu te chamo de meu bem Quando ela te evitar Você me liga e fala: Vem Que eu vou correndo te salvar E se ela te fizer chorar    Chora no meu colo, bebê Deixa que eu cuido, cuido de você Chora no meu colo, bebê Com ela é de tristeza e comigo é de prazer    Então, chora no meu colo, bebê Deixa que eu cuido, cuido de você Então, chora no meu colo, bebê Com ela é de tristeza e comigo é de prazer Então chora, bebê    Quando ela te xingar Eu te chamo de meu bem Quando ela te evitar Você me liga e fala: Vem Que eu vou correndo te salvar E se ela te fizer chorar    Chora no meu colo, bebê Deixa que eu cuido, cuido de você Chora no meu colo, bebê Com ela é de tristeza e comigo é de prazer    Então, chora no meu colo, bebê Deixa que eu cuido, cuido de você Então, chora no meu colo, bebê Com ela é de tristeza e comigo é de prazer Então chora, bebê    Com ela é de tristeza e comigo é de prazer Então chora, bebê    ",sertanejo
"Tá vendo esse cara aqui na sua frente É melhor dar valor Ele é um dos poucos que quase não mente Ele quer ser pai e se der tempo avô    Um casal perfeito, cheio de defeitos Aliança no dedo, sem medo de errar Imagina?    Se o nosso filho for a sua cara Tiver os meus olhos e o seu nariz Se a nossa filha tiver seu sorriso Ah meu Deus, eu vou ser tão feliz    Nas férias de janeiro, ir à uma praia Na de julho irmos a outro país A gente vai pulando qualquer coisa chata Percebeu, a gente vai ser tão feliz    Tá vendo essa mulher aqui na sua frente É melhor valorizar Ela quer ter filhos, é inteligente, ela é tão linda E é pra casar    Um casal perfeito, cheio de defeitos Aliança no dedo, sem medo de errar Imagina?    Se o nosso filho for a sua cara Tiver os meus olhos e o seu nariz Se a nossa filha tiver seu sorriso Ah meu Deus, eu vou ser tão feliz    Nas férias de janeiro, ir à uma praia Na de julho irmos a outro país A gente vai pulando qualquer coisa chata Percebeu, a gente vai ser tão feliz    ",sertanejo
"Se alguém feriu seu coração E a solidão te faz sofrer Até seu mundo de ilusão Perdeu no ar não dá pra ver Saudade volta E fere sua alma, vem tirando a calma E chorar é inevitável sim Mas não é o fim Por mais que exista um rio A ponte vai surgir    As lagrimas descendo, seu coração sofrendo O temporal não quer passar, o rio vai transbordar Você ficou prostrado, seu rosto está molhado Pedindo alguém pra te ajudar Jesus já vai chegar    Você tentou cantar um hino A voz amarga não saiu Nem mesmo um sinal Divino No horizonte não surgiu Saudade volta e fere sua alma Vem tirando a calma E chorar é inevitável sim Mas não é o fim Por mais que exista um rio A ponte vai surgir    As lagrimas descendo, seu coração sofrendo O temporal não quer passar, o rio vai transbordar Você ficou prostrado, seu rosto está molhado Pedindo alguém pra te ajudar Jesus já vai chegar    As lagrimas descendo, seu coração sofrendo O temporal não quer passar, o rio vai transbordar Você ficou prostrado, seu rosto está molhado Pedindo alguém pra te ajudar Jesus já vai chegar    Jesus já vai chegar    ",sertanejo
"Amor, eu já tentei mas não te esqueço Com outra sou um homem infeliz Eu já estou pagando um alto preço Pra desfazer o mal que eu te fiz    Por isso não desligue o telefone Mê dê mais uma chance de explicar Te vendo conversar com outro homem Senti tanta vontade de brigar    Fui dando porrada, quebrando tudo Te rebaixando, ele defendendo, o povo gritando Mas eu fiz tudo foi por amor Pois quem ama tanto, ciúme muito Transforma em pranto, eu te confesso Que não sou santo, mas me perdoe, por favor    Vai, me chame de volta Me dê uma chance de provar que me arrependi Vai, diz que não importa Que já esqueceu e ainda quer viver só para mim    ",sertanejo
"Te falo tanta coisa Enquanto tento segurar a lágrima Que insiste em cair Entro no meu carro, abro o vidro E antes de ir embora eu te digo olha aqui Ainda vou te esquecer, escreve aí    Chego em casa e dou de cara com a sua foto Uma ducha e um vinho pra acalmar E eu penso vou partir pra outra logo Mas quem é que eu tô tentando enganar? Mas quem é que eu tô tentando enganar?    É só você fazer assim Que eu volto É só você fazer assim Que eu volto    É que eu te amo e falo na sua cara Se tirar você de mim não sobra nada O teu sorriso me desmonta inteiro Até um simples estalar de dedos    Talvez você tenha deixado eu ir Pra ter o gosto de me ver aqui Fraco demais para continuar Juntando forças para poder falar Que eu volto, é só você sorrir Que eu volto, é só fazer assim Que eu volto    ",sertanejo
"Você foi chamado, é um escolhido Você vai ser vaso usado por Deus Já começa a prova Deus tá trabalhando Os teus olhos choram Deus está te moldando    Deus não dá a prova que tu não suporta Pois toda vitória tem que ter um preço Deus agita o mar, remove montanhas Deus faz mais que isso para te ajudar    As vezes o barro é muito amassado Pra fazer um vaso como Ele quer E Passando isso, chega as boas novas Quem te viu no vale vai se admirar    Esse é nosso Deus Rei do universo Nada é impossível para o nosso Deus Tudo Ele faz Tudo Ele faz O Nosso Deus faz    ",sertanejo
"Em qualquer lugar que eu olho Vejo teu sorriso Me faz perder a calma, a voz Perder o juízo Que menino sonhador    Em qualquer lugar que eu olho Vejo a sua imagem Pego o celular e vejo As suas mensagens Que falava só de amor Onde foi que a gente errou? Onde se perdeu, o amor?    E aí... Eu corro pras estrelas pra te encontrar Voando pelo espaço em algum lugar E tudo que eu olho vejo o teu sorriso    E aí... Sozinho em silêncio ouço a sua voz Perdido em pensamento Eu só penso em nós Porque não larga tudo e vem viver comigo E aí...    ",sertanejo
"Eu não sei De onde vem Essa força que me leva pra você Eu só sei, que faz bem Mas confesso que no fundo eu duvidei Tive medo, e em segredo Guardei o sentimento e me sufoquei Mas agora é a hora Eu vou gritar pra todo mundo de uma vez    Eu tô apaixonado Eu tô contando tudo E não tô nem ligando pro que vão dizer Amar não é pecado E se eu tiver errado Que se dane o mundo Eu só quero você    Eu tô apaixonado Eu tô contando tudo E não tô nem ligando pro que vão dizer Amar não é pecado E se eu tiver errado Que se dane o mundo Eu só quero você    Eu não sei De onde vem Essa força que me leva pra você Eu só sei, que faz bem Mas confesso que no fundo eu duvidei Tive medo, e em segredo Guardei o sentimento e me sufoquei Mas agora, é a hora Eu vou gritar pra todo mundo de uma vez    Eu tô apaixonado Eu tô contando tudo E não tô nem ligando pro que vão dizer. Amar não é pecado E se eu tiver errado Que se dane o mundo Eu só quero você    Eu tô apaixonado Eu tô contando tudo E não tô nem ligando pro que vão dizer. Amar não é pecado E se eu tiver errado Que se dane o mundo Eu só quero você    Ohh    Eu tô apaixonado Eu tô contando tudo E não tô nem ligando pro que vão dizer. Amar não é pecado E se eu tiver errado Que se dane o mundo Eu só quero você    Eu tô apaixonado Eu tô contando tudo E não tô nem ligando pro que vão dizer Amar não é pecado E se eu tiver errado Que se dane o mundo Eu só quero você    Ohh    ",sertanejo
"Te olhei, você nem... Se quer mandou um olhar pra mim! Te direi, que também... Quero do teu olhar um ""tiquim""!    Só o teu calor me aquece Neste instante tenso, momentos de dor. Chega! Não esta direito, sofrer desse jeito, por causa de amor!    Minha estrelinha do céu Chegue pro meu coração Ilumina o meu viver Me tire da escuridão    ",sertanejo
"Eu queria te contar aquela coisa Que fiquei de falar aquela noite Gaguejei, não consegui terminar A coragem foi embora, não consegui te falar    Eu queria tanto ser teu namorado Não ri, que não tem nada engraçado Só desabafei, não precisa aceitar Gosto da nossa amizade, mas podia melhorar    Não vou te falar nada, cê vai ter que adivinhar Tô esperando você decifrar o meu olhar Se eu te der um sorriso, você pode me beijar Mas só vou sorrir se prometer e me jurar    Não me deixar por nada nesse mundo Confesso, ainda sinto lá no fundo Medo de me entregar e me deixar abandonada Todos foram assim, porque homem não vale nada    Então deixa eu te provar ser diferente Prometo, se sorrir daqui pra frente Esse sorriso vai ser a melhor escolha da sua vida Só vai chorar de emoção e o sorriso vai virar rotina Vai virar rotina    Não vou te falar nada, cê vai ter que adivinhar Tô esperando você decifrar o meu olhar Se eu te der um sorriso, você pode me beijar Mas só vou sorrir se prometer e me jurar    Não me deixar por nada nesse mundo Confesso, ainda sinto lá no fundo Medo de me entregar e me deixar abandonada Todos foram assim, porque homem não vale nada    Então deixa eu te provar ser diferente Prometo, se sorrir daqui pra frente Esse sorriso vai ser a melhor escolha da sua vida Só vai chorar de emoção e o sorriso vai virar rotina Vai virar rotina    ",sertanejo
"Um dia, eu saí de casa cedo Pra encontrar você Morri de medo Porque da última vez que te vi Só tinha dezesseis    O coração, naquele tempo, só doía A pouca idade e a vergonha, eu não sabia Falar de amor, falar de amor    Tive que quebrar a cara por aí Comprar buquê de flores Que murcharam no outro dia Sem ter valor Nenhum valor pro outro alguém    E aí, meu amor Tô mais maduro e mais seguro do que eu quero Ganhei uns quilos e, na aparência, eu tô mais velho E ainda te gosto tanto, te amo o mesmo tanto    E aí, meu amor Tô mais maduro e mais seguro do que eu quero Ganhei uns quilos e, na aparência, eu tô mais velho E ainda te gosto tanto, te amo o mesmo tanto    O coração, naquele tempo, só doía A pouca idade e a vergonha, eu não sabia Falar de amor, falar de amor    Tive que quebrar a cara por aí Comprar buquê de flores Que murcharam no outro dia Sem ter valor Nenhum valor pro outro alguém    E aí, meu amor Tô mais maduro e mais seguro do que eu quero Ganhei uns quilos e, na aparência, eu tô mais velho E ainda te gosto tanto, te amo o mesmo tanto    E aí, meu amor Tô mais maduro e mais seguro do que eu quero Ganhei uns quilos e, na aparência, eu tô mais velho E ainda te gosto tanto, te amo o mesmo tanto    ",sertanejo
"Burro que fugiu do laço tá de baixo da roseta Quem fugiu de canivete foi topar com baioneta Já está no cabo da enxada quem pegava na caneta Quem tinha mãozinha fina foi parar na picareta Já tem doutor na pedreira dando duro na marreta A coisa tá feia, a coisa ta preta... Quem não for filho de Deus, tá na unha do capeta.    Criança na mamadeira, já ta fazendo careta Até o leite das crianças virou droga na chupeta Já está pagando o pato, até filho de proveta Mundo velho é uma bomba, girando neste planeta Qualquer dia a bomba estoura é só relar na espoleta A coisa tá feia, a coisa ta preta... Quem não for filho de Deus, tá na unha do capeta.    Quem dava caixinha alta, já está cortando a gorjeta Já não ganha mais esmola nem quem anda de muleta Faz mudança na carroça quem fazia na carreta Colírio de dedo-duro é pimenta malagueta Sopa de caco de vidro é banquete de cagueta A coisa tá feia, a coisa tá preta... Quem não for filho de Deus, tá na unha do capeta.    Quem foi o rei do baralho virou trouxa na roleta Gavião que pegava cobra, já foge de borboleta Se o picasso fosse vivo ia pintar tabuleta Bezerrada de gravata que se cuide não se meta Quem mamava no governo agora secou a teta A coisa tá feia, a coisa tá preta... Quem não for filho de Deus, tá na unha do capeta.    ",sertanejo
"Alô, alô, alô, fala comigo Alô, alô, te esquecer não consigo    Me falou ""foi bom demais"" Inesquecível, especial Ligo e nem me atende mais Chama e só caixa postal    Diz pra mim qual a razão Por que não quer me atender? Se fez o meu coração Se apaixonar por você Não é justo nunca mais Quero ouvir a sua voz Juro que não ligo mais Se disser que não pensa em nós    Alô, alô, alô, fala comigo Alô, alô, te esquecer não consigo Alô, alô, alô, não vai doer não Alô, diz um alô coração Alôôôôôôô    ",sertanejo
"Já foi a maior alegria do meu coração Depois, virou minha maior decepção    Devia ter pensado antes De trocar uma vida por um lance Como é que ainda tem coragem De pedir outra chance?    Tá mandando mensagem pra quê? Querendo voltar onde não tem volta Será que tá difícil de entender Que um online sem resposta é resposta?    Tá mandando mensagem pra quê? Querendo voltar onde não tem volta Será que tá difícil de entender Que um online sem resposta é resposta?    Cheguei à conclusão Você só gosta de quem não se importa    Já foi a maior alegria do meu coração Depois, virou minha maior decepção    Devia ter pensado antes De trocar uma vida por um lance Como é que ainda tem coragem De pedir outra chance?    Tá mandando mensagem pra quê? Querendo voltar onde não tem volta Será que tá difícil de entender Que um online sem resposta é resposta?    Tá mandando mensagem pra quê? Querendo voltar onde não tem volta Será que tá difícil de entender Que um online sem resposta é resposta?    Cheguei à conclusão Você só gosta de quem não se importa    Cheguei à conclusão Você só gosta de quem não se importa    ",sertanejo
"Você me pede na carta Que eu desapareça Que eu nunca mais te procure Pra sempre te esqueça    Posso fazer sua vontade Atender seu pedido Mas esquecer é bobagem É tempo perdido    Ainda ontem chorei de saudade Relendo a carta, sentindo o perfume Mas que fazer com essa dor que me invade? Mato esse amor ou me mata o ciúme    O dia inteiro te odeio Te busco e te caço Mas em meu sonho, de noite Eu te beijo e te abraço    Porque os sonhos são meus Ninguém rouba e nem tira Melhor sonhar na verdade Que amar na mentira    Ainda ontem chorei de saudade Relendo a carta, sentindo o perfume Mas que fazer com essa dor que me invade? Mato esse amor ou me mata o ciúme    ",sertanejo
Tô sentindo sua falta Coração só quer você A tristeza que me invade Não me deixa te esquecer    Não pensei que sua ausência Fosse machucar assim Brinquei com sua inocência  E você cansou de mim     Você até que me avisou Mas eu não acreditei Depois que você me deixou Olha só como eu fiquei     Eu tô doente de amor Preciso curar o meu coração Vem me livrar dessa dor Não vou suportar tanta solidão O meu coração implora o teu perdão    ,sertanejo
"O som da viola bateu No meu peito doeu, meu irmão Assim eu me fiz cantador Sem nenhum professor aprendi a lição São coisas divinas do mundo Que vem num segundo a sorte mudar Trazendo pra dentro da gente As coisas que a mente vai longe buscar    Em versos se fala e canta O mal se espanta e a gente é feliz No mundo das rimas e trovas Eu sempre dei prova das coisas que fiz Por muitos lugares passei Mas nunca pisei em falso no chão Cantando interpreto a poesia Levando alegria aonde há solidão    O destino é o meu calendário O meu dicionário é a inspiração A porta do mundo é aberta Minha alma desperta Buscando a canção Com minha viola no peito Meus versos são feitos pro mundo cantar É a luta de um velho talento Menino por dentro sem nunca cansar    ",sertanejo
"Quando eu tô me reorganizando Você vem e me revira, iê iê iê iê ê Sinto uma pontada no peito Ouvindo as modas que judia iê iê    Sofrer de amor tomando pinga É desse jeito que meu coração se vinga Se demorar, já fica a dica Tô na vontade sem ninguém por esses dias    É bom você voltar, senão eu vou pra rua Se eu for pra cama com alguém, a culpa é sua Te peço pra parar, mas você continua Já tô cansado dessas tijoladas sua    É bom você voltar, senão eu vou pra rua Se eu for pra cama com alguém, a culpa é sua Te peço pra parar, mas você continua Já tô cansado dessas tijoladas sua    Já tô cansado dessas tijoladas sua    Quando eu tô me reorganizando Você vem e me revira, iê iê iê iê ê Sinto uma pontada no peito Ouvindo as modas que judia iê iê    Sofrer de amor tomando pinga É desse jeito que meu coração se vinga Se demorar já fica a dicar Tô na vontade sem ninguém por esses dias    É bom você voltar, senão eu vou pra rua Se eu for pra cama com alguém, a culpa é sua Te peço pra parar, mas você continua Já tô cansado dessas tijoladas sua    É bom você voltar, senão eu vou pra rua Se eu for pra cama com alguém, a culpa é sua Te peço pra parar, mas você continua Já tô cansado dessas tijoladas sua    Já tô cansado dessas tijoladas sua    Já tô cansado dessas tijoladas sua    ",sertanejo
"Ouvi dizer que cê tá bem E tá marcada pra casar no mês que vem E por aqui tô bem também Mas diferente de você tô sem ninguém    É vida que segue E segue dando errado E pelas minhas contas Tô sofrendo ao quadrado    De dia a saudade me bate, à noite ela espanca Tem hematoma de amor no meu peito Tem nó de solidão na minha garganta    De dia a saudade me bate, à noite ela espanca Tem hematoma de amor no meu peito Tem nó de solidão na minha garganta    Eu ouvi dizer que cê tá bem E tá marcada pra casar no mês que vem E por aqui tô bem também Mas diferente de você tô sem ninguém    É vida que segue E segue dando errado Pelas minhas contas Tô sofrendo ao quadrado    De dia a saudade me bate, à noite ela espanca Tem hematoma de amor no meu peito Tem nó de solidão na minha garganta    De dia a saudade me bate, à noite ela espanca Tem hematoma de amor no meu peito Tem nó de solidão na minha garganta    De dia a saudade me bate, à noite ela espanca Tem hematoma de amor no meu peito Tem nó de solidão na minha garganta    De dia a saudade me bate, à noite ela espanca Tem hematoma de amor no meu peito Tem nó de solidão na minha garganta    Ouvi dizer que cê tá bem    ",sertanejo
"Tô aqui pra te contar Por aqui tá tudo em paz, tudo bem Eu já nem te amo mais Comecei a me tratar de você, e quer saber? Te esqueci há uma semana atrás    E aquela loucura de mudar pra Salvador Esquece, eu nem gosto de calor Se fez uma cozinha maior Pra juntar a família ao redor Esquece, jantar fora é bem melhor    Coração receitou De 8 em 8 horas, uma dose de anti-amor Já tomei, funcionou Eu sou paciente, coração é meu doutor    Coração receitou De 8 em 8 horas, uma dose de anti-amor Já tomei, funcionou Eu sou paciente, coração é meu doutor    PS: Hoje eu ganhei alta Nem sinto mais sua falta PS: Hoje eu ganhei alta Não sinto mais sua falta    E aquela loucura de mudar pra Salvador Esquece, eu nem gosto de calor Se fez uma cozinha maior Pra juntar a família ao redor Esquece, jantar fora é bem melhor    Coração receitou De 8 em 8 horas, uma dose de anti-amor Já tomei, funcionou Eu sou paciente, coração é meu doutor    Coração receitou De 8 em 8 horas, uma dose de anti-amor Já tomei, funcionou Eu sou paciente, coração é meu doutor    PS: Hoje eu ganhei alta Não sinto mais sua falta PS: Hoje eu ganhei alta Não sinto mais sua falta Não sinto mais sua falta    ",sertanejo
"Eu venho vindo de uma querência distante. Sou um boiadeiro errante, que nasceu naquela serra. O meu cavalo corre mais que o pensamento, ele vem no passo lento porque ninguém me espera!    Tocando a boiada, Auê-uê-uê-ê boi eu vou cortando estrada. Uê boi Tocando a boiada, Auê-uê-uê-ê boi eu vou cortando estrada!    Toque o berrante com capricho, Zé Vicente, mostre para essa gente o clarim das alterosas. Pegue no laço, não se entregue companheiro, chame o cachorro campeiro que essa rez é perigosa!    Olhe na janela, Auê uê uê ê boi que linda donzela. Uê boi Olhe na janela Auê uê uê ê boi que linda donzela!    Sou boiadeiro. Minha gente o que é que há? Deixe o meu gado passar, vou cumprir com a minha sina. Lá na baixada quero ouvir a siriema, prá lembrar de uma pequena que eu deixei lá em Minas!    Ela é culpada, Auê uê uê ê boi de eu viver nas estradas. Uê boi Ela é culpada Auê uê uê ê boi de eu viver nas estradas!    O rio tá calmo e a boiada vai nadando. Olhe aquele boi berrando. Chico Bento corre lá! Lace o mestiço, salve ele das piranhas, tire o gado da campanha pra viagem continuar!    Com destino a Goiás, Auê uê uê ê boi deixei Minas Gerais. Uê boi Com destino a Goiás, Auê uê uê ê boi deixei Minas Gerais! Uê boi    ",sertanejo
"É Já tá ficando chato, né? A encheção de saco, pois é! Prepara, que eu já tô me preparando Enquanto cê tá indo, eu to voltando    E todo esse caminho eu sei de cor Se eu não me engano, agora vai me deixar só O segundo passo é não me atender O terceiro é se arrepender    Se o que dói em mim doesse em você    Deixa! Deixa mesmo de ser importante Vai deixando a gente pra outra hora Vai tentar abrir a porta desse amor Quando eu tiver jogado a chave fora    Deixa! Deixa mesmo de ser importante Vai deixando a gente pra outra hora E quando se der conta, já passou Quando olhar pra trás, já fui embora    E todo esse caminho, eu sei de cor Se eu não me engano, agora vai me deixar só O segundo passo é não me atender O terceiro é se arrepender    Se o que dói em mim doesse em você    Deixa! Deixa mesmo de ser importante Vai deixando a gente pra outra hora Vai tentar abrir a porta desse amor Quando eu tiver jogado a chave fora    Deixa! Deixa mesmo de ser importante Vai deixando a gente pra outra hora E quando se der conta, já passou Quando olhar pra trás, já fui embora    E quando se der conta, já passou Quando olhar pra trás, já fui embora    ",sertanejo
"Tô aqui jogado fora Ela não quer mais me ver Vacilei, pisei na bola E ela me deu o fora Tô perdido sem você    Quem me amava de verdade Se cansou e bateu asa Já tem alguém que te adora Enquanto busquei lá fora O que eu já tinha em casa    De tanta saudade dela Chorando, eu liguei pra ela Pra dizer que estou sofrendo Insisti e ela atendeu Sorrindo, me respondeu Aceita, que dói menos    De tanta saudade dela Chorando, eu liguei pra ela Pra dizer que estou sofrendo Insisti e ela atendeu Sorrindo, me respondeu Aceita, que dói menos    Tenho tanta liberdade Mas outro amor pra mim não serve É como diz o ditado Quem está do nosso lado Só tem valor depois que perde    De tanta saudade dele Chorando, eu liguei pra ele Pra dizer que eu tô sofrendo Insisti e ele atendeu Sorrindo, me respondeu Aceita, que dói menos    De tanta saudade dele Chorando, eu liguei pra ele Pra dizer que eu tô sofrendo Insisti e ele atendeu Sorrindo, me respondeu Aceita, que dói menos    Aceita, que dói menos Aceita, que dói menos    ",sertanejo
Convidei Jesus pra jantar la em casa Preparei um frango assado pro jantar Eu não tenho muito E tudo é muito simples Mas eu fiz de tudo pra lhe agradar    Tudo preparado e a mesa posta Alguém bateu a porta corri atender Era um mendigo e estava faminto Me pediu alguma coisa pra comer Eu pensei agora o que é que eu faço? Se eu tirar um pedaço ele vai perceber Mais tirei com jeito uma coxa do frango E dei pro mendigo pra ele comer Ele foi embora dizendo obrigado E que em sua mesa nunca falte o pão É feliz o homem que tem caridade E que trás o amor em seu coração    Eu entrei e fui conferir a mesa Pra ver se tudo estava no lugar De repente bate a porta outra vez Pensei é Jesus que acabou de chegar Quando eu abri vi uma criança Toda mal trapilha e de pé no chão Seus olhos pediam alem da comida Que eu também lhe desse um pouco de atenção Fui até a mesa peguei outra coxa Muito que depressa criança comeu Vi a alegria estampada em seu rosto Quando num sorriso ela me agradeceu Muito obrigado que Deus lhe abençoe E em sua mesa nunca falte o pão É feliz o homem que tem caridade E que trás o amor em seu coração    Passou mais um tempo chegou Jesus E sentou se a mesa para a refeição Ele olhou pro frango e eu lhe disse coma E me espantei quando ele disse não Ainda confuso disse meu Senhor Lhe fiz um frango inteiro Mais vou lhe explicar E me interrompeu antes que eu explicasse Olhando em meus olhos começou falar Estou satisfeito com as duas coxas Desse frango assado que me preparou Hoje bati sua porta duas vezes Estava com fome e me alimentou Tudo o que fizer aos pobres e pequenos O fará a mim porque são meus irmãos É feliz o homem que tem caridade E que trás o amor em seu coração    ,sertanejo
"Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar!    Depois que eu te conheci fui mais feliz Você é exatamente o que eu sempre quis Ela se encaixa perfeitamente em mim O nosso quebra-cabeça teve fim    Se for sonho, não me acorde Eu preciso flutuar Pois só quem sonha Consegue alcançar    Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar!    Depois que eu te conheci fui mais feliz Você é exatamente o que eu sempre quis Ela se encaixa perfeitamente em mim O nosso quebra-cabeça teve fim    Se for sonho, não me acorde Eu preciso flutuar Pois só quem sonha Consegue alcançar    Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar!    Tão veloz quanto a luz Pelo universo eu viajei Vem! Me guia, me conduz Que pra sempre te amarei    Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar!    Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar! Ah! Como é bom poder te amar!    ",sertanejo
"Alguém bebeu tentando me esquecer Mas deu errado Aí o coração reconheceu a voz De quem tá calado    Ligação muda, mas ouço o barulho É a nossa ex música tocando no fundo Já imagino a cena, você na balada Num canto, sem graça, querendo a sua casa    A pergunta é se valeu a pena ir sem eu A pena ir sem eu, sem eu A pergunta é se valeu a pena ir sem eu E aproveita aí E faz de conta que eu não atendi    Ligação muda, mas ouço o barulho É a nossa ex música tocando no fundo Já imagino a cena, você na balada Num canto, sem graça, querendo a sua casa    A pergunta é se valeu a pena ir sem eu A pena ir sem eu, sem eu A pergunta é se valeu a pena ir sem eu E aproveita aí E faz de conta que eu não atendi    A pergunta é se valeu a pena ir sem eu A pena ir sem eu, sem eu    ",sertanejo
"Meu velho pai, preste atenção no que lhe digo Meu pobre papai querido Enxugue as lágrimas do rosto Porque, papai, que você chora tão sozinho Me conta, meu papaizinho O que lhe causa desgosto    Estou notando que você está cansado Meu pobre velho adorado, é seu filho que está falando Quero saber qual é a tristeza que existe Não quero ver você triste Por que é que está chorando?    Quando lhe vejo, tão tristonho desse jeito Sinto estremecer meu peito ao pulsar meu coração Meu pobre pai, você sofreu pra me criar Agora eu vou lhe cuidar Esta é minha obrigação    Não tenha medo, meu velhinho adorado Estarei sempre ao seu lado, não lhe deixarei jamais Eu sou o sangue do seu sangue, papaizinho Não vou lhe deixar sozinho, não tenha medo, meu pai    Você sofreu quando eu era ainda criança A sua grande esperança era me ver homem formado Eu fiquei grande, estou seguindo o meu caminho E você ficou velhinho, mas estou sempre ao seu lado    Meu pobre pai, seus passos longos silenciaram Seus cabelos branquiaram, seu olhar se escureceu A sua voz quase que não se ouve mais Não tenha medo, meu pai, quem cuida de você sou eu    Meu papaizinho, não precisa mais chorar Saiba que não vou deixar você sozinho, abandonado Eu sou seu guia, sou seu tempo, sou seus passos Sou sua luz e sou seus braços Sou seu filho idolatrado    ",sertanejo
